comuna,tipo_propiedad,metros_totales,metros_construidos,dormitorios,banos,estacionamientos,antiguedad_anos,piso,orientacion,gastos_comunes,cercania_metro,ascensor,precio
Providencia,Casa,114.50311423149083,41.2830549293955,2,1,1,9,1,Norte,88557.1956258004,True,False,49997000.0
Conchalí,Departamento,70.66805076802169,70.66805076802169,4,3,1,14,9,Surponiente,116276.92966120629,False,True,60492000.0
La Florida,Casa,96.57085340449922,96.57085340449922,5,1,3,18,1,Surponiente,150086.8553194087,True,False,111638000.0
Macul,Departamento,191.60850717623165,35.82879782258074,3,3,1,21,5,Norte,96450.4160254792,False,True,39903000.0
Providencia,Departamento,106.42377622543087,49.875519358400865,4,4,3,20,1,Norponiente,94579.41291098401,True,False,167560000.0
Huechuraba,Departamento,190.07828687576634,97.97189239968256,5,2,2,31,4,Oeste,75942.24275489629,True,True,131324000.0
Recoleta,Casa,175.45270239657933,101.46919356335165,5,4,3,22,1,Norte,60297.892926988854,True,False,196705000.0
Vitacura,Casa,101.8631043257776,70.4460062902892,3,3,1,12,1,Norponiente,56115.44901238689,False,False,199711000.0
Maipú,Casa,94.87002696968838,78.862684694446,3,2,2,4,1,Norte,169401.44589698006,True,False,82617000.0
La Florida,Departamento,75.2000596592749,75.2000596592749,2,1,2,3,9,Oeste,93558.04576895639,True,False,51347000.0
Las Condes,Casa,73.45594029032979,73.45594029032979,4,3,0,27,1,Nororiente,97986.20502221171,False,False,172874000.0
La Reina,Departamento,137.66036972539214,47.23113338840963,4,2,0,13,23,Suroriente,86669.37085095739,False,True,96371000.0
Las Condes,Departamento,119.01073423925172,104.572780825118,3,1,1,7,12,Norponiente,104157.18550361882,False,False,164160000.0
Providencia,Casa,88.81972825353967,88.81972825353967,5,1,3,8,1,Este,138553.7087161717,False,False,221152000.0
San Miguel,Departamento,42.56185389383606,42.56185389383606,3,4,3,34,2,Este,95655.95894151891,True,False,65764000.0
Las Condes,Casa,125.30893839111059,46.806433848459235,5,3,1,36,1,Norponiente,129036.99437152853,True,False,148754000.0
Huechuraba,Casa,96.52239104693334,44.95632364691134,5,1,2,20,1,Sur,190910.42447488202,False,False,48059000.0
Vitacura,Casa,110.2351152208953,83.57050234752545,3,2,1,17,1,Nororiente,79016.7991906397,True,False,211449000.0
Conchalí,Casa,135.23309143490408,131.43389219470475,1,1,1,32,1,Sur,98026.58650048956,False,False,23355000.0
San Miguel,Casa,30.0,30.0,4,1,2,7,1,Suroriente,152053.01347059043,True,False,46258000.0
Puente Alto,Departamento,43.33626981454377,43.33626981454377,5,4,3,16,2,Este,194864.8083590963,False,True,56351000.0
La Reina,Departamento,234.82215384025943,50.14633271304784,5,4,1,30,2,Oeste,57884.48610618994,True,False,129311000.0
Huechuraba,Departamento,94.66947466501911,94.66947466501911,1,2,3,33,10,Norponiente,50000.0,False,True,68488000.0
Huechuraba,Casa,30.0,30.0,2,4,1,5,1,Suroriente,119969.68245638542,False,False,44305000.0
Las Condes,Casa,47.50299102418737,47.50299102418737,1,1,2,21,1,Surponiente,114806.15515140977,True,False,50034000.0
Recoleta,Casa,244.22336843207165,115.19659448185176,1,1,2,13,1,Surponiente,155008.46480830494,True,False,44264000.0
Las Condes,Departamento,84.850126986508,25.0,5,4,0,2,21,Norte,147378.01733105068,True,True,120441000.0
Providencia,Casa,177.95076224485783,96.95844598742832,4,1,2,11,1,Este,118301.83870628635,False,False,196594000.0
Puente Alto,Departamento,126.05589991686026,48.43705734432875,1,1,0,35,16,Nororiente,172460.74266833955,True,True,13816000.0
Ñuñoa,Departamento,95.75164812505145,90.66197595636453,2,2,1,11,18,Este,85949.117257367,False,False,100901000.0
San Miguel,Casa,158.77227353815465,75.91777569152254,3,4,3,1,1,Nororiente,130579.03960383775,True,False,207431000.0
Las Condes,Casa,30.0,30.0,1,1,2,1,1,Nororiente,59214.63855928401,True,False,36925000.0
Vitacura,Departamento,47.94336900716986,47.94336900716986,1,4,2,14,21,Norponiente,117893.58619123409,False,False,143592000.0
Maipú,Casa,95.38244939302196,95.38244939302196,2,2,2,22,1,Nororiente,50000.0,False,False,56235000.0
La Reina,Departamento,52.85478008651958,52.85478008651958,4,4,1,28,8,Sur,64207.82265118498,True,False,130930000.0
Independencia,Casa,90.96111057480142,57.94164117081087,1,1,0,16,1,Surponiente,205472.59187449602,False,False,17521000.0
Las Condes,Casa,162.68565228414138,103.23243701039027,1,4,1,31,1,Suroriente,50000.0,False,False,210563000.0
Vitacura,Departamento,126.60683606679905,77.82361014648752,4,1,3,6,5,Oeste,109167.415229262,True,False,227019000.0
San Miguel,Casa,186.53085177547945,99.68629962964935,2,1,1,29,1,Este,161360.7561362334,False,False,49108000.0
Vitacura,Departamento,129.76876421758723,61.44436050266933,1,1,3,27,19,Oeste,231067.77908447143,True,False,61523000.0
La Reina,Casa,169.62304157472633,157.60710533383832,4,2,2,13,1,Suroriente,128853.75208830241,True,False,396860000.0
Ñuñoa,Departamento,116.79648499357512,116.79648499357512,1,4,3,29,6,Norte,131711.0063031346,False,False,141652000.0
Vitacura,Departamento,90.48622583201086,90.48622583201086,3,2,3,16,11,Suroriente,121984.26908738747,True,True,272584000.0
Maipú,Casa,194.0284027770944,159.16459072278136,5,4,0,31,1,Este,172861.72023420813,False,False,157673000.0
Vitacura,Departamento,84.53248560319666,84.53248560319666,3,2,3,5,11,Surponiente,141585.17826189494,True,True,306664000.0
Vitacura,Casa,137.19224115621498,133.90499859444657,1,3,3,23,1,Oeste,91245.61066035574,False,False,249099000.0
Vitacura,Casa,158.44486816122367,91.53202350089698,2,1,1,5,1,Oeste,175775.58457143634,False,False,133579000.0
Conchalí,Casa,162.07463522354283,105.75550379242314,5,1,2,26,1,Norponiente,96890.46420760865,False,False,62446000.0
Conchalí,Departamento,61.72786648899902,61.72786648899902,3,2,1,17,18,Norponiente,50000.0,False,True,37665000.0
Ñuñoa,Departamento,172.59752029141328,93.81205415495748,4,3,1,23,18,Suroriente,50000.0,False,False,159693000.0
Las Condes,Casa,71.05223769463649,71.05223769463649,2,1,2,36,1,Suroriente,109946.59267876587,True,False,83312000.0
Vitacura,Casa,160.5351827674997,63.21072670046426,3,4,2,23,1,Norte,125152.07828856942,True,False,239852000.0
Macul,Departamento,146.75867355245495,73.95725332307649,4,2,3,37,9,Nororiente,167781.46365243697,False,True,95048000.0
Puente Alto,Casa,160.9315330889949,81.32979934055312,1,1,3,33,1,Este,152040.82058905507,True,False,25246000.0
Macul,Casa,59.749823945048625,59.749823945048625,4,1,0,39,1,Norponiente,123992.54726031721,False,False,48368000.0
