id,name,unit,source,sourceNote,sourceOrganization,topics,tema_id
SABER.GRVT.GOAL5.LVL6,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 6: Classroom resourcing",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL7,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 7: Budget autonomy",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6: Holding schools accountable",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL1,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 1: Student standards",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL2,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 2: Student assessment",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL3,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 3: Financial reporting",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL4,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 4: Inspection",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL5,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 5: Improvement planning ",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL6.LVL6,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 6 Lever 6: Sanctions and rewards",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL7,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 7: Empowering all parents, students, and communities",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL7.LVL1,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 7 Lever 1: Information",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL7.LVL2,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 7 Lever 2: Voice",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL7.LVL3,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 7 Lever 3: Selection",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
